ime,spol,leto_rojstva,leto_smrti,nominacija,oskar,stevilo,prvi_film
Joseph Schildkraut,M,1896,1964.0,Stranska,False,0,The Life of Emile Zola
Joseph Schildkraut,M,1896,1964.0,Stranska,True,1,The Life of Emile Zola
Josephine Hull,F,1877,1957.0,Glavna,False,0,Harvey
Josephine Hull,F,1877,1957.0,Glavna,True,0,Harvey
Josephine Hull,F,1877,1957.0,Stranska,False,0,Harvey
Josephine Hull,F,1877,1957.0,Stranska,True,1,Harvey
Josh Brolin,M,1968,,Glavna,False,0,Milk
Josh Brolin,M,1968,,Glavna,True,0,Milk
Josh Brolin,M,1968,,Stranska,False,1,Milk
Josh Brolin,M,1968,,Stranska,True,0,Milk
José Ferrer,M,1912,1992.0,Glavna,False,1,Cyrano de Bergerac
José Ferrer,M,1912,1992.0,Glavna,True,1,Cyrano de Bergerac
José Ferrer,M,1912,1992.0,Stranska,False,1,Cyrano de Bergerac
José Ferrer,M,1912,1992.0,Stranska,True,0,Cyrano de Bergerac
Joyce Redman,F,1915,2012.0,Glavna,False,0,Tom Jones
Joyce Redman,F,1915,2012.0,Glavna,True,0,Tom Jones
Joyce Redman,F,1915,2012.0,Stranska,False,2,Tom Jones
Joyce Redman,F,1915,2012.0,Stranska,True,0,Tom Jones
Juanita Moore,F,1914,2014.0,Glavna,False,0,Imitation of Life
Juanita Moore,F,1914,2014.0,Glavna,True,0,Imitation of Life
Juanita Moore,F,1914,2014.0,Stranska,False,1,Imitation of Life
Juanita Moore,F,1914,2014.0,Stranska,True,0,Imitation of Life
Judd Hirsch,M,1935,,Glavna,False,0,Ordinary People
Judd Hirsch,M,1935,,Glavna,True,0,Ordinary People
Judd Hirsch,M,1935,,Stranska,False,2,Ordinary People
Judd Hirsch,M,1935,,Stranska,True,0,Ordinary People
Jude Law,M,1972,,Glavna,False,1,Cold Mountain
Jude Law,M,1972,,Glavna,True,0,Cold Mountain
Jude Law,M,1972,,Stranska,False,1,Cold Mountain
Jude Law,M,1972,,Stranska,True,0,Cold Mountain
Judi Dench,F,1934,,Glavna,False,5,Shakespeare in Love
Judi Dench,F,1934,,Glavna,True,0,Shakespeare in Love
Judi Dench,F,1934,,Stranska,False,2,Shakespeare in Love
Judi Dench,F,1934,,Stranska,True,1,Shakespeare in Love
Judith Anderson,F,1897,1992.0,Glavna,False,0,Rebecca
Judith Anderson,F,1897,1992.0,Glavna,True,0,Rebecca
Judith Anderson,F,1897,1992.0,Stranska,False,1,Rebecca
Judith Anderson,F,1897,1992.0,Stranska,True,0,Rebecca
Judy Davis,F,1955,,Glavna,False,1,A Passage to India
Judy Davis,F,1955,,Glavna,True,0,A Passage to India
Judy Davis,F,1955,,Stranska,False,1,A Passage to India
Judy Davis,F,1955,,Stranska,True,0,A Passage to India
Judy Garland,F,1922,1969.0,Glavna,False,1,A Star Is Born
Judy Garland,F,1922,1969.0,Glavna,True,0,A Star Is Born
Judy Garland,F,1922,1969.0,Stranska,False,1,A Star Is Born
Judy Garland,F,1922,1969.0,Stranska,True,0,A Star Is Born
Judy Holliday,F,1921,1965.0,Glavna,False,0,Born Yesterday
Judy Holliday,F,1921,1965.0,Glavna,True,1,Born Yesterday
Judy Holliday,F,1921,1965.0,Stranska,False,0,Born Yesterday
Judy Holliday,F,1921,1965.0,Stranska,True,0,Born Yesterday
Julia Roberts,F,1967,,Glavna,False,1,Erin Brockovich
Julia Roberts,F,1967,,Glavna,True,1,Erin Brockovich
Julia Roberts,F,1967,,Stranska,False,2,Erin Brockovich
Julia Roberts,F,1967,,Stranska,True,0,Erin Brockovich
Julianne Moore,F,1960,,Glavna,False,2,Still Alice
Julianne Moore,F,1960,,Glavna,True,1,Still Alice
Julianne Moore,F,1960,,Stranska,False,2,Still Alice
Julianne Moore,F,1960,,Stranska,True,0,Still Alice
Julie Andrews,F,1935,,Glavna,False,2,Mary Poppins
Julie Andrews,F,1935,,Glavna,True,1,Mary Poppins
Julie Andrews,F,1935,,Stranska,False,0,Mary Poppins
Julie Andrews,F,1935,,Stranska,True,0,Mary Poppins
Julie Christie,F,1940,,Glavna,False,3,Darling
Julie Christie,F,1940,,Glavna,True,1,Darling
Julie Christie,F,1940,,Stranska,False,0,Darling
Julie Christie,F,1940,,Stranska,True,0,Darling
Julie Harris,F,1925,2013.0,Glavna,False,1,The Member of the Wedding
Julie Harris,F,1925,2013.0,Glavna,True,0,The Member of the Wedding
Julie Harris,F,1925,2013.0,Stranska,False,0,The Member of the Wedding
Julie Harris,F,1925,2013.0,Stranska,True,0,The Member of the Wedding
Julie Walters,F,1950,,Glavna,False,1,Educating Rita
Julie Walters,F,1950,,Glavna,True,0,Educating Rita
Julie Walters,F,1950,,Stranska,False,1,Educating Rita
Julie Walters,F,1950,,Stranska,True,0,Educating Rita
Juliette Binoche,F,1964,,Glavna,False,1,The English Patient
Juliette Binoche,F,1964,,Glavna,True,0,The English Patient
Juliette Binoche,F,1964,,Stranska,False,0,The English Patient
Juliette Binoche,F,1964,,Stranska,True,1,The English Patient
Juliette Lewis,F,1973,,Glavna,False,0,Cape Fear
Juliette Lewis,F,1973,,Glavna,True,0,Cape Fear
Juliette Lewis,F,1973,,Stranska,False,1,Cape Fear
Juliette Lewis,F,1973,,Stranska,True,0,Cape Fear
June Squibb,F,1929,,Glavna,False,0,Nebraska
June Squibb,F,1929,,Glavna,True,0,Nebraska
June Squibb,F,1929,,Stranska,False,1,Nebraska
June Squibb,F,1929,,Stranska,True,0,Nebraska
Justin Henry,M,1971,,Glavna,False,0,Kramer vs. Kramer
Justin Henry,M,1971,,Glavna,True,0,Kramer vs. Kramer
Justin Henry,M,1971,,Stranska,False,1,Kramer vs. Kramer
Justin Henry,M,1971,,Stranska,True,0,Kramer vs. Kramer
Karen Black,F,1939,2013.0,Glavna,False,0,Five Easy Pieces
Karen Black,F,1939,2013.0,Glavna,True,0,Five Easy Pieces
Karen Black,F,1939,2013.0,Stranska,False,1,Five Easy Pieces
Karen Black,F,1939,2013.0,Stranska,True,0,Five Easy Pieces
Karl Malden,M,1912,2009.0,Glavna,False,0,A Streetcar Named Desire
Karl Malden,M,1912,2009.0,Glavna,True,0,A Streetcar Named Desire
Karl Malden,M,1912,2009.0,Stranska,False,1,A Streetcar Named Desire
Karl Malden,M,1912,2009.0,Stranska,True,1,A Streetcar Named Desire
Kate Hudson,F,1979,,Glavna,False,0,Almost Famous
Kate Hudson,F,1979,,Glavna,True,0,Almost Famous
Kate Hudson,F,1979,,Stranska,False,1,Almost Famous
Kate Hudson,F,1979,,Stranska,True,0,Almost Famous
Kate Nelligan,F,1950,,Glavna,False,0,The Prince of Tides
Kate Nelligan,F,1950,,Glavna,True,0,The Prince of Tides
Kate Nelligan,F,1950,,Stranska,False,1,The Prince of Tides
Kate Nelligan,F,1950,,Stranska,True,0,The Prince of Tides
Kate Winslet,F,1975,,Glavna,False,3,The Reader
Kate Winslet,F,1975,,Glavna,True,1,The Reader
Kate Winslet,F,1975,,Stranska,False,3,The Reader
Kate Winslet,F,1975,,Stranska,True,0,The Reader
Katharine Hepburn,F,1907,2003.0,Glavna,False,8,Morning Glory
Katharine Hepburn,F,1907,2003.0,Glavna,True,4,Morning Glory
Katharine Hepburn,F,1907,2003.0,Stranska,False,0,Morning Glory
Katharine Hepburn,F,1907,2003.0,Stranska,True,0,Morning Glory
Katharine Ross,F,1940,,Glavna,False,0,The Graduate
Katharine Ross,F,1940,,Glavna,True,0,The Graduate
Katharine Ross,F,1940,,Stranska,False,1,The Graduate
Katharine Ross,F,1940,,Stranska,True,0,The Graduate
Kathleen Quinlan,F,1954,,Glavna,False,0,Apollo 13
Kathleen Quinlan,F,1954,,Glavna,True,0,Apollo 13
Kathleen Quinlan,F,1954,,Stranska,False,1,Apollo 13
Kathleen Quinlan,F,1954,,Stranska,True,0,Apollo 13
Kathleen Turner,F,1954,,Glavna,False,1,Peggy Sue Got Married
Kathleen Turner,F,1954,,Glavna,True,0,Peggy Sue Got Married
Kathleen Turner,F,1954,,Stranska,False,0,Peggy Sue Got Married
Kathleen Turner,F,1954,,Stranska,True,0,Peggy Sue Got Married
Kathy Bates,F,1948,,Glavna,False,0,Misery
Kathy Bates,F,1948,,Glavna,True,1,Misery
Kathy Bates,F,1948,,Stranska,False,3,Misery
Kathy Bates,F,1948,,Stranska,True,0,Misery
Katina Paxinou,F,1900,1973.0,Glavna,False,0,For Whom the Bell Tolls
Katina Paxinou,F,1900,1973.0,Glavna,True,0,For Whom the Bell Tolls
Katina Paxinou,F,1900,1973.0,Stranska,False,0,For Whom the Bell Tolls
Katina Paxinou,F,1900,1973.0,Stranska,True,1,For Whom the Bell Tolls
Katy Jurado,F,1924,2002.0,Glavna,False,0,Broken Lance
Katy Jurado,F,1924,2002.0,Glavna,True,0,Broken Lance
Katy Jurado,F,1924,2002.0,Stranska,False,1,Broken Lance
Katy Jurado,F,1924,2002.0,Stranska,True,0,Broken Lance
Kay Medford,F,1919,1980.0,Glavna,False,0,Funny Girl
Kay Medford,F,1919,1980.0,Glavna,True,0,Funny Girl
Kay Medford,F,1919,1980.0,Stranska,False,1,Funny Girl
Kay Medford,F,1919,1980.0,Stranska,True,0,Funny Girl
Ke Huy Quan,M,1971,,Glavna,False,0,Everything Everywhere All at Once
Ke Huy Quan,M,1971,,Glavna,True,0,Everything Everywhere All at Once
Ke Huy Quan,M,1971,,Stranska,False,0,Everything Everywhere All at Once
Ke Huy Quan,M,1971,,Stranska,True,1,Everything Everywhere All at Once
Keira Knightley,F,1985,,Glavna,False,1,Pride & Prejudice
Keira Knightley,F,1985,,Glavna,True,0,Pride & Prejudice
Keira Knightley,F,1985,,Stranska,False,1,Pride & Prejudice
Keira Knightley,F,1985,,Stranska,True,0,Pride & Prejudice
Keisha Castle-Hughes,F,1990,,Glavna,False,1,Whale Rider
Keisha Castle-Hughes,F,1990,,Glavna,True,0,Whale Rider
Keisha Castle-Hughes,F,1990,,Stranska,False,0,Whale Rider
Keisha Castle-Hughes,F,1990,,Stranska,True,0,Whale Rider
Ken Watanabe,M,1959,,Glavna,False,0,The Last Samurai
Ken Watanabe,M,1959,,Glavna,True,0,The Last Samurai
Ken Watanabe,M,1959,,Stranska,False,1,The Last Samurai
Ken Watanabe,M,1959,,Stranska,True,0,The Last Samurai
Kenneth Branagh,M,1960,,Glavna,False,1,Henry V
Kenneth Branagh,M,1960,,Glavna,True,0,Henry V
Kenneth Branagh,M,1960,,Stranska,False,1,Henry V
Kenneth Branagh,M,1960,,Stranska,True,0,Henry V
Kerry Condon,F,1983,,Glavna,False,0,The Banshees of Inisherin
Kerry Condon,F,1983,,Glavna,True,0,The Banshees of Inisherin
Kerry Condon,F,1983,,Stranska,False,1,The Banshees of Inisherin
Kerry Condon,F,1983,,Stranska,True,0,The Banshees of Inisherin
Kevin Costner,M,1955,,Glavna,False,1,Dances with Wolves
Kevin Costner,M,1955,,Glavna,True,0,Dances with Wolves
Kevin Costner,M,1955,,Stranska,False,0,Dances with Wolves
Kevin Costner,M,1955,,Stranska,True,0,Dances with Wolves
Kevin Kline,M,1947,,Glavna,False,0,A Fish Called Wanda
Kevin Kline,M,1947,,Glavna,True,0,A Fish Called Wanda
Kevin Kline,M,1947,,Stranska,False,0,A Fish Called Wanda
Kevin Kline,M,1947,,Stranska,True,1,A Fish Called Wanda
Kevin McCarthy,M,1914,2010.0,Glavna,False,0,Death of a Salesman
Kevin McCarthy,M,1914,2010.0,Glavna,True,0,Death of a Salesman
Kevin McCarthy,M,1914,2010.0,Stranska,False,1,Death of a Salesman
Kevin McCarthy,M,1914,2010.0,Stranska,True,0,Death of a Salesman
Kevin Spacey,M,1959,,Glavna,False,0,American Beauty
Kevin Spacey,M,1959,,Glavna,True,1,American Beauty
Kevin Spacey,M,1959,,Stranska,False,0,American Beauty
Kevin Spacey,M,1959,,Stranska,True,1,American Beauty
Kim Basinger,F,1953,,Glavna,False,0,L.A. Confidential
Kim Basinger,F,1953,,Glavna,True,0,L.A. Confidential
Kim Basinger,F,1953,,Stranska,False,0,L.A. Confidential
Kim Basinger,F,1953,,Stranska,True,1,L.A. Confidential
Kim Hunter,F,1922,2002.0,Glavna,False,0,A Streetcar Named Desire
Kim Hunter,F,1922,2002.0,Glavna,True,0,A Streetcar Named Desire
Kim Hunter,F,1922,2002.0,Stranska,False,0,A Streetcar Named Desire
Kim Hunter,F,1922,2002.0,Stranska,True,1,A Streetcar Named Desire
Kim Stanley,F,1925,2001.0,Glavna,False,1,Séance on a Wet Afternoon
Kim Stanley,F,1925,2001.0,Glavna,True,0,Séance on a Wet Afternoon
Kim Stanley,F,1925,2001.0,Stranska,False,1,Séance on a Wet Afternoon
Kim Stanley,F,1925,2001.0,Stranska,True,0,Séance on a Wet Afternoon
Kirk Douglas,M,1916,2020.0,Glavna,False,3,Champion
Kirk Douglas,M,1916,2020.0,Glavna,True,0,Champion
Kirk Douglas,M,1916,2020.0,Stranska,False,0,Champion
Kirk Douglas,M,1916,2020.0,Stranska,True,0,Champion
Kirsten Dunst,F,1982,,Glavna,False,0,The Power of the Dog
Kirsten Dunst,F,1982,,Glavna,True,0,The Power of the Dog
Kirsten Dunst,F,1982,,Stranska,False,1,The Power of the Dog
Kirsten Dunst,F,1982,,Stranska,True,0,The Power of the Dog
Klaus Maria Brandauer,M,1943,,Glavna,False,0,Out of Africa
Klaus Maria Brandauer,M,1943,,Glavna,True,0,Out of Africa
Klaus Maria Brandauer,M,1943,,Stranska,False,1,Out of Africa
Klaus Maria Brandauer,M,1943,,Stranska,True,0,Out of Africa
Kodi Smit-McPhee,M,1996,,Glavna,False,0,The Power of the Dog
Kodi Smit-McPhee,M,1996,,Glavna,True,0,The Power of the Dog
Kodi Smit-McPhee,M,1996,,Stranska,False,1,The Power of the Dog
Kodi Smit-McPhee,M,1996,,Stranska,True,0,The Power of the Dog
Kristen Stewart,F,1990,,Glavna,False,1,Spencer
Kristen Stewart,F,1990,,Glavna,True,0,Spencer
Kristen Stewart,F,1990,,Stranska,False,0,Spencer
Kristen Stewart,F,1990,,Stranska,True,0,Spencer
Kristin Scott Thomas,F,1960,,Glavna,False,1,The English Patient
Kristin Scott Thomas,F,1960,,Glavna,True,0,The English Patient
Kristin Scott Thomas,F,1960,,Stranska,False,0,The English Patient
Kristin Scott Thomas,F,1960,,Stranska,True,0,The English Patient
Lady Gaga,F,1986,,Glavna,False,1,A Star Is Born
Lady Gaga,F,1986,,Glavna,True,0,A Star Is Born
Lady Gaga,F,1986,,Stranska,False,0,A Star Is Born
Lady Gaga,F,1986,,Stranska,True,0,A Star Is Born
Lakeith Stanfield,M,1991,,Glavna,False,0,Judas and the Black Messiah
Lakeith Stanfield,M,1991,,Glavna,True,0,Judas and the Black Messiah
Lakeith Stanfield,M,1991,,Stranska,False,1,Judas and the Black Messiah
Lakeith Stanfield,M,1991,,Stranska,True,0,Judas and the Black Messiah
Lana Turner,F,1921,1995.0,Glavna,False,1,Peyton Place
Lana Turner,F,1921,1995.0,Glavna,True,0,Peyton Place
Lana Turner,F,1921,1995.0,Stranska,False,0,Peyton Place
Lana Turner,F,1921,1995.0,Stranska,True,0,Peyton Place
Larry Parks,M,1914,1975.0,Glavna,False,1,The Jolson Story
Larry Parks,M,1914,1975.0,Glavna,True,0,The Jolson Story
Larry Parks,M,1914,1975.0,Stranska,False,0,The Jolson Story
Larry Parks,M,1914,1975.0,Stranska,True,0,The Jolson Story
Laura Dern,F,1967,,Glavna,False,1,Marriage Story
Laura Dern,F,1967,,Glavna,True,0,Marriage Story
Laura Dern,F,1967,,Stranska,False,1,Marriage Story
Laura Dern,F,1967,,Stranska,True,1,Marriage Story
Laura Linney,F,1964,,Glavna,False,2,You Can Count on Me
Laura Linney,F,1964,,Glavna,True,0,You Can Count on Me
Laura Linney,F,1964,,Stranska,False,1,You Can Count on Me
Laura Linney,F,1964,,Stranska,True,0,You Can Count on Me
Lauren Bacall,F,1924,2014.0,Glavna,False,0,The Mirror Has Two Faces
Lauren Bacall,F,1924,2014.0,Glavna,True,0,The Mirror Has Two Faces
Lauren Bacall,F,1924,2014.0,Stranska,False,1,The Mirror Has Two Faces
Lauren Bacall,F,1924,2014.0,Stranska,True,0,The Mirror Has Two Faces
Laurence Fishburne,M,1961,,Glavna,False,1,What's Love Got to Do with It
Laurence Fishburne,M,1961,,Glavna,True,0,What's Love Got to Do with It
Laurence Fishburne,M,1961,,Stranska,False,0,What's Love Got to Do with It
Laurence Fishburne,M,1961,,Stranska,True,0,What's Love Got to Do with It
Laurence Harvey,M,1928,1973.0,Glavna,False,1,Room at the Top
Laurence Harvey,M,1928,1973.0,Glavna,True,0,Room at the Top
Laurence Harvey,M,1928,1973.0,Stranska,False,0,Room at the Top
Laurence Harvey,M,1928,1973.0,Stranska,True,0,Room at the Top
Laurence Olivier,M,1907,1989.0,Glavna,False,8,Hamlet
Laurence Olivier,M,1907,1989.0,Glavna,True,1,Hamlet
Laurence Olivier,M,1907,1989.0,Stranska,False,1,Hamlet
Laurence Olivier,M,1907,1989.0,Stranska,True,0,Hamlet
Laurie Metcalf,F,1955,,Glavna,False,0,Lady Bird
Laurie Metcalf,F,1955,,Glavna,True,0,Lady Bird
Laurie Metcalf,F,1955,,Stranska,False,1,Lady Bird
Laurie Metcalf,F,1955,,Stranska,True,0,Lady Bird
Lawrence Tibbett,M,1896,1960.0,Glavna,False,1,The Rogue Song
Lawrence Tibbett,M,1896,1960.0,Glavna,True,0,The Rogue Song
Lawrence Tibbett,M,1896,1960.0,Stranska,False,0,The Rogue Song
Lawrence Tibbett,M,1896,1960.0,Stranska,True,0,The Rogue Song
Lee Grant,F,1925,,Glavna,False,0,Shampoo
Lee Grant,F,1925,,Glavna,True,0,Shampoo
Lee Grant,F,1925,,Stranska,False,3,Shampoo
Lee Grant,F,1925,,Stranska,True,1,Shampoo
Lee J. Cobb,M,1911,1976.0,Glavna,False,0,On the Waterfront
Lee J. Cobb,M,1911,1976.0,Glavna,True,0,On the Waterfront
Lee J. Cobb,M,1911,1976.0,Stranska,False,2,On the Waterfront
Lee J. Cobb,M,1911,1976.0,Stranska,True,0,On the Waterfront
Lee Marvin,M,1924,1987.0,Glavna,False,0,Cat Ballou
Lee Marvin,M,1924,1987.0,Glavna,True,1,Cat Ballou
Lee Marvin,M,1924,1987.0,Stranska,False,0,Cat Ballou
Lee Marvin,M,1924,1987.0,Stranska,True,0,Cat Ballou
Lee Remick,F,1935,1991.0,Glavna,False,1,Days of Wine and Roses
Lee Remick,F,1935,1991.0,Glavna,True,0,Days of Wine and Roses
Lee Remick,F,1935,1991.0,Stranska,False,0,Days of Wine and Roses
Lee Remick,F,1935,1991.0,Stranska,True,0,Days of Wine and Roses
Lee Strasberg,M,1901,1982.0,Glavna,False,0,The Godfather Part II
Lee Strasberg,M,1901,1982.0,Glavna,True,0,The Godfather Part II
Lee Strasberg,M,1901,1982.0,Stranska,False,1,The Godfather Part II
Lee Strasberg,M,1901,1982.0,Stranska,True,0,The Godfather Part II
Lee Tracy,M,1898,1968.0,Glavna,False,0,The Best Man
Lee Tracy,M,1898,1968.0,Glavna,True,0,The Best Man
Lee Tracy,M,1898,1968.0,Stranska,False,1,The Best Man
Lee Tracy,M,1898,1968.0,Stranska,True,0,The Best Man
Lena Olin,F,1955,,Glavna,False,0,A Enemies Love Story
Lena Olin,F,1955,,Glavna,True,0,A Enemies Love Story
Lena Olin,F,1955,,Stranska,False,1,A Enemies Love Story
Lena Olin,F,1955,,Stranska,True,0,A Enemies Love Story
Leo Genn,M,1905,1978.0,Glavna,False,0,Quo Vadis
Leo Genn,M,1905,1978.0,Glavna,True,0,Quo Vadis
Leo Genn,M,1905,1978.0,Stranska,False,1,Quo Vadis
Leo Genn,M,1905,1978.0,Stranska,True,0,Quo Vadis
Leonard Frey,M,1938,1988.0,Glavna,False,0,Fiddler on the Roof
Leonard Frey,M,1938,1988.0,Glavna,True,0,Fiddler on the Roof
Leonard Frey,M,1938,1988.0,Stranska,False,1,Fiddler on the Roof
Leonard Frey,M,1938,1988.0,Stranska,True,0,Fiddler on the Roof
Leonardo DiCaprio,M,1974,,Glavna,False,4,The Revenant
Leonardo DiCaprio,M,1974,,Glavna,True,1,The Revenant
Leonardo DiCaprio,M,1974,,Stranska,False,1,The Revenant
Leonardo DiCaprio,M,1974,,Stranska,True,0,The Revenant
Lesley Ann Warren,F,1946,,Glavna,False,0,Victor/Victoria
Lesley Ann Warren,F,1946,,Glavna,True,0,Victor/Victoria
Lesley Ann Warren,F,1946,,Stranska,False,1,Victor/Victoria
Lesley Ann Warren,F,1946,,Stranska,True,0,Victor/Victoria
Lesley Manville,F,1956,,Glavna,False,0,Phantom Thread
Lesley Manville,F,1956,,Glavna,True,0,Phantom Thread
Lesley Manville,F,1956,,Stranska,False,1,Phantom Thread
Lesley Manville,F,1956,,Stranska,True,0,Phantom Thread
Leslie Browne,F,1957,,Glavna,False,0,The Turning Point
Leslie Browne,F,1957,,Glavna,True,0,The Turning Point
Leslie Browne,F,1957,,Stranska,False,1,The Turning Point
Leslie Browne,F,1957,,Stranska,True,0,The Turning Point
Leslie Caron,F,1931,,Glavna,False,2,Lili
Leslie Caron,F,1931,,Glavna,True,0,Lili
Leslie Caron,F,1931,,Stranska,False,0,Lili
Leslie Caron,F,1931,,Stranska,True,0,Lili
Leslie Howard,M,1893,1943.0,Glavna,False,2,Berkeley Square
Leslie Howard,M,1893,1943.0,Glavna,True,0,Berkeley Square
Leslie Howard,M,1893,1943.0,Stranska,False,0,Berkeley Square
Leslie Howard,M,1893,1943.0,Stranska,True,0,Berkeley Square
Leslie Odom Jr.,M,1981,,Glavna,False,0,One Night in Miami...
Leslie Odom Jr.,M,1981,,Glavna,True,0,One Night in Miami...
Leslie Odom Jr.,M,1981,,Stranska,False,1,One Night in Miami...
Leslie Odom Jr.,M,1981,,Stranska,True,0,One Night in Miami...
Lew Ayres,M,1908,1996.0,Glavna,False,1,Johnny Belinda
Lew Ayres,M,1908,1996.0,Glavna,True,0,Johnny Belinda
Lew Ayres,M,1908,1996.0,Stranska,False,0,Johnny Belinda
Lew Ayres,M,1908,1996.0,Stranska,True,0,Johnny Belinda
Lewis Stone,M,1879,1953.0,Glavna,False,1,The Patriot
Lewis Stone,M,1879,1953.0,Glavna,True,0,The Patriot
Lewis Stone,M,1879,1953.0,Stranska,False,0,The Patriot
Lewis Stone,M,1879,1953.0,Stranska,True,0,The Patriot
Liam Neeson,M,1952,,Glavna,False,1,Schindler's List
Liam Neeson,M,1952,,Glavna,True,0,Schindler's List
Liam Neeson,M,1952,,Stranska,False,0,Schindler's List
Liam Neeson,M,1952,,Stranska,True,0,Schindler's List
Lila Kedrova,F,1909,2000.0,Glavna,False,0,Zorba the Greek
Lila Kedrova,F,1909,2000.0,Glavna,True,0,Zorba the Greek
Lila Kedrova,F,1909,2000.0,Stranska,False,0,Zorba the Greek
Lila Kedrova,F,1909,2000.0,Stranska,True,1,Zorba the Greek
Lilia Skala,F,1896,1994.0,Glavna,False,0,Lilies of the Field
Lilia Skala,F,1896,1994.0,Glavna,True,0,Lilies of the Field
Lilia Skala,F,1896,1994.0,Stranska,False,1,Lilies of the Field
Lilia Skala,F,1896,1994.0,Stranska,True,0,Lilies of the Field
Lillian Gish,F,1893,1993.0,Glavna,False,0,Duel in the Sun
Lillian Gish,F,1893,1993.0,Glavna,True,0,Duel in the Sun
Lillian Gish,F,1893,1993.0,Stranska,False,1,Duel in the Sun
Lillian Gish,F,1893,1993.0,Stranska,True,0,Duel in the Sun
Lily Gladstone,F,1986,,Glavna,False,1,Killers of the Flower Moon
Lily Gladstone,F,1986,,Glavna,True,0,Killers of the Flower Moon
Lily Gladstone,F,1986,,Stranska,False,0,Killers of the Flower Moon
Lily Gladstone,F,1986,,Stranska,True,0,Killers of the Flower Moon
Lily Tomlin,F,1939,,Glavna,False,0,Nashville
Lily Tomlin,F,1939,,Glavna,True,0,Nashville
Lily Tomlin,F,1939,,Stranska,False,1,Nashville
Lily Tomlin,F,1939,,Stranska,True,0,Nashville
Linda Blair,F,1959,,Glavna,False,0,The Exorcist
Linda Blair,F,1959,,Glavna,True,0,The Exorcist
Linda Blair,F,1959,,Stranska,False,1,The Exorcist
Linda Blair,F,1959,,Stranska,True,0,The Exorcist
Linda Hunt,F,1945,,Glavna,False,0,The Year of Living Dangerously
Linda Hunt,F,1945,,Glavna,True,0,The Year of Living Dangerously
Linda Hunt,F,1945,,Stranska,False,0,The Year of Living Dangerously
Linda Hunt,F,1945,,Stranska,True,1,The Year of Living Dangerously
Lindsay Crouse,F,1948,,Glavna,False,0,Places in the Heart
Lindsay Crouse,F,1948,,Glavna,True,0,Places in the Heart
Lindsay Crouse,F,1948,,Stranska,False,1,Places in the Heart
Lindsay Crouse,F,1948,,Stranska,True,0,Places in the Heart
Lionel Barrymore,M,1878,1954.0,Glavna,False,0,A Free Soul
Lionel Barrymore,M,1878,1954.0,Glavna,True,1,A Free Soul
Lionel Barrymore,M,1878,1954.0,Stranska,False,0,A Free Soul
Lionel Barrymore,M,1878,1954.0,Stranska,True,0,A Free Soul
Liv Ullmann,F,1938,,Glavna,False,2,The Emigrants
Liv Ullmann,F,1938,,Glavna,True,0,The Emigrants
Liv Ullmann,F,1938,,Stranska,False,0,The Emigrants
Liv Ullmann,F,1938,,Stranska,True,0,The Emigrants
Liza Minnelli,F,1946,,Glavna,False,1,Cabaret
Liza Minnelli,F,1946,,Glavna,True,1,Cabaret
Liza Minnelli,F,1946,,Stranska,False,0,Cabaret
Liza Minnelli,F,1946,,Stranska,True,0,Cabaret
Loretta Young,F,1913,2000.0,Glavna,False,1,The Farmer's Daughter
Loretta Young,F,1913,2000.0,Glavna,True,1,The Farmer's Daughter
Loretta Young,F,1913,2000.0,Stranska,False,0,The Farmer's Daughter
Loretta Young,F,1913,2000.0,Stranska,True,0,The Farmer's Daughter
Lorraine Bracco,F,1954,,Glavna,False,0,Goodfellas
Lorraine Bracco,F,1954,,Glavna,True,0,Goodfellas
Lorraine Bracco,F,1954,,Stranska,False,1,Goodfellas
Lorraine Bracco,F,1954,,Stranska,True,0,Goodfellas
Lotte Lenya,F,1898,1981.0,Glavna,False,0,The Roman Spring of Mrs. Stone
Lotte Lenya,F,1898,1981.0,Glavna,True,0,The Roman Spring of Mrs. Stone
Lotte Lenya,F,1898,1981.0,Stranska,False,1,The Roman Spring of Mrs. Stone
Lotte Lenya,F,1898,1981.0,Stranska,True,0,The Roman Spring of Mrs. Stone
Louis Calhern,M,1895,1956.0,Glavna,False,1,The Magnificent Yankee
Louis Calhern,M,1895,1956.0,Glavna,True,0,The Magnificent Yankee
Louis Calhern,M,1895,1956.0,Stranska,False,0,The Magnificent Yankee
Louis Calhern,M,1895,1956.0,Stranska,True,0,The Magnificent Yankee
Louis Gossett Jr.,M,1936,2024.0,Glavna,False,0,An Officer and a Gentleman
Louis Gossett Jr.,M,1936,2024.0,Glavna,True,0,An Officer and a Gentleman
Louis Gossett Jr.,M,1936,2024.0,Stranska,False,0,An Officer and a Gentleman
Louis Gossett Jr.,M,1936,2024.0,Stranska,True,1,An Officer and a Gentleman
Louise Dresser,F,1878,1965.0,Glavna,False,1,A Ship Comes In
Louise Dresser,F,1878,1965.0,Glavna,True,0,A Ship Comes In
Louise Dresser,F,1878,1965.0,Stranska,False,0,A Ship Comes In
Louise Dresser,F,1878,1965.0,Stranska,True,0,A Ship Comes In
Louise Fletcher,F,1934,2022.0,Glavna,False,0,One Flew Over the Cuckoo's Nest
Louise Fletcher,F,1934,2022.0,Glavna,True,1,One Flew Over the Cuckoo's Nest
Louise Fletcher,F,1934,2022.0,Stranska,False,0,One Flew Over the Cuckoo's Nest
